voter_id,vote,age,sex,voting_method,neighborhood
5308,"210,1027,1787|641,1644,643,1534,344|639|1075,1072",37,M,internet,Ursynów Południowy
5309,"1534,1787|1462,1072,1619,210|344|643,1027",41,F,internet,Ursynów Północny
5373,"1072,1043",28,F,internet,Zielony Ursynów
5376,"210|1027,1534,344,1075|926,1644,643|1072",50,F,internet,Ursynów Południowy
5384,"1619|639,643",69,M,internet,Ursynów Północny
5388,"637,1072,1949|1534,1043,1027,643,1787|1018,1075,1018,344,641|645,210,1462,639,1619",2,M,internet,Ursynów Północny
5398,"1072,344,1018,1501,637|1949,1043,1027|1534,1644,1603,1075|643,645|641,1619,639,210",35,F,internet,Ursynów Południowy
5405,"344,1534,1949,643",43,F,internet,
5438,"1644,1027,1043|639|1072,1534,645|1018,1949,344|643,210|637,641,1075",28,F,internet,Ursynów Północny
5440,210,37,F,internet,Ursynów Południowy
5453,344,33,F,internet,Zielony Ursynów
5457,"210|1534,344|1018|637,639,1075",12,M,internet,Ursynów Południowy
5459,"1644,1462,344,1027,637|1534,645",41,F,internet,Ursynów Północny
5478,643,52,F,internet,Ursynów Południowy
5486,"1949,1018,1619|1787,1027,643,1534,210|639|637,344|926,1072,1501,1043",9,F,internet,Ursynów Południowy
5493,"1949|645|1043|637,210,1534,639|344|1787,641,1027,1619,1018|1644,1462,643,1072",39,M,internet,Ursynów Północny
5499,"641,1018|1949|1072,1043|643,210,1462|1787|637,1075|1644,1603,344|926|1027,1534",35,F,internet,Ursynów Południowy
5526,"210,1534,637,344,641|1603|1644,639|643,1072,645|1075|1619,1027",24,F,internet,Ursynów Południowy
5532,"344|210,1027",47,M,internet,Ursynów Północny
5534,"639,1072,344,1027|1534,210,926",41,M,internet,Ursynów Południowy
5574,643,1,F,internet,Ursynów Północny
5585,"643,1018,1949,344|210,1619,637,641,1027|1075,1072,645,639",79,F,internet,Ursynów Północny
5592,"1027,210",43,F,internet,Zielony Ursynów
5595,637,27,F,internet,Ursynów Północny
5614,"1603,639|645,344|1075,643,1072,210|637,1027,641",43,F,internet,Ursynów Południowy
5630,643,4,M,internet,Ursynów Północny
5635,"1462,344",35,M,internet,Ursynów Południowy
5642,"645,1534|344,1644,210,643,1027|1018|637,1462",43,M,internet,Ursynów Północny
5677,"1075,1534,1644,645|637,344|1027,210,1949",41,F,internet,
5721,"1534|1462,1027|1072",36,F,internet,Ursynów Południowy
5733,"1075,1501,926|643,210,637,1018|1027,1043,1072,344",7,M,internet,Ursynów Południowy
5743,643,30,F,internet,Ursynów Północny
5746,"210|1072|1644,1534,344",23,M,internet,Ursynów Północny
5755,"1072,643,1787",46,M,internet,Ursynów Południowy
5787,"641,1027,1018,1043,645|210,1787,1619,643|344,926,1949,1534,637",30,F,internet,Ursynów Południowy
5792,"1462,637,641,344|1644,1018,1534,1018|1072|643,210,639|1043,1949|1027,1075",30,F,internet,Ursynów Północny
5803,"1619,1072|210,1462,1027,643,637|1787,344,1534",48,M,internet,Zielony Ursynów
5805,"1534,1027,1072",44,F,internet,Ursynów Południowy
5826,"1072,1027",39,M,internet,Ursynów Południowy
5829,"1072|1619,210|639|637|643,344|1644,1534,1043,926|641,645,1027",34,F,internet,Ursynów Północny
5856,"344,1534,1075|210,643|637,1043,639,1501,1462|1072,1949,1644,1027|1619",26,F,internet,Ursynów Północny
5874,"645,344|1534,210,637,1027,1644|1462,1072,1949|643",18,M,internet,Ursynów Południowy
5889,"1644,1603|344,1027,1534,1072,1075|210,637,926,643|639,1018",32,F,internet,Zielony Ursynów
5893,"344,210,1027,926|1644",30,F,internet,Ursynów Północny
5904,"645|1018,639|1072,1644|643|1027,344,210,926|1075,1534,637,641",42,M,internet,Zielony Ursynów
5914,"637|1027,1072,344,643,1501|1534|210",8,M,internet,Ursynów Północny
5916,1027,31,F,internet,Ursynów Północny
5920,"210,1075,1644,1027,344",43,F,internet,Ursynów Południowy
5927,"1072,1644,1027,344,643|1462",26,M,internet,Ursynów Północny
5943,344|210,26,M,internet,Ursynów Północny
5947,"210,1462,1949",44,F,internet,Ursynów Północny
5950,"1787,1619,1534|1043,637,1949,210|1644,1462|1072,344,1018,643,1027",30,M,internet,Ursynów Południowy
5959,"1072|1043,643,210,1534|1027,344",25,F,internet,Ursynów Południowy
5963,"1787,643|1072,210,1619|1018,1018|1603|1043,1462,637",37,F,internet,Ursynów Północny
5969,"641,645,637,1043,344",27,F,internet,Zielony Ursynów
5976,344,29,F,internet,Zielony Ursynów
5983,"1018,1603|926,645,1462|639,344,210,1501|1534,1027|1072,1075|1787,1949,1644,641,643|637",35,F,internet,Ursynów Południowy
5986,643,32,F,internet,Ursynów Północny
5987,"645|344,1075,1501,643,1072|1534|210,1027,637",2,F,internet,Ursynów Północny
6013,"1018,637,1072|1949|344,641|1027|645,1075|210,1534,643,1787,926|639|1619,1603,1501,1043",37,F,internet,Zielony Ursynów
6064,"637,643,1075|1027|1018|344,1534,210|1462,1072|1603,1043|1619,926",35,F,internet,Ursynów Północny
6079,"643,637|1072|1534|210,1018,645,1644,1075|1027",35,M,internet,Ursynów Południowy
6085,"637,1075|643,1603,639,1949|344,641,1534,1619|210",36,F,internet,Ursynów Południowy
6110,"344,1018|643,1072,210|1644,1534,1027",31,F,internet,Zielony Ursynów
6169,210,67,M,internet,Ursynów Południowy
6175,"1534,643,637,344|1949,1075,1603,1027",33,F,internet,Ursynów Północny
6194,"1603|637,344,639,1018|1043|210,1027|643,1534,1072",36,F,internet,Ursynów Południowy
6204,"643|210,1072|639,344|1027,637,1603,1534|1075,1644,1462",27,F,internet,Ursynów Południowy
6214,"1075,1462,1043,641,643|639,1644,1619|1534,344|645,637,210,1501,1018|1027,1603,926",34,F,internet,Ursynów Północny
6244,"1072,1644,1534,1603|926,1787,1462|639|641,210|643,1075|344,1027,645,637,1949|1043,1619,1501",30,M,internet,Zielony Ursynów
6245,"1787,645,1619|1603,1018,344,643|1027,1644,641|1043,1534,210|1075,1072,637",39,F,internet,Ursynów Południowy
6266,"1075,1462,1043,643,1072|1534|1027|1787,1644,637,344,210|1949,1619",33,M,internet,Ursynów Południowy
6268,344,46,F,internet,Ursynów Północny
6290,"344|1462,1027,1949",46,F,internet,Ursynów Południowy
6292,"210,637|1072,1018,1043,1027|1534,639,1075,1949|1787,344,1644,643",27,M,internet,Ursynów Północny
6313,"1644,344|1462,1072,1018|643|637,210|926|1027",63,F,internet,Ursynów Południowy
6327,"1534,1949,344|1027,210,1619,643",27,F,internet,Zielony Ursynów
6328,"641|1501,1534,1949,1603|926,1072|210,643|1644,1075,344|639,637,645,1027",62,F,internet,Ursynów Północny
6331,"1462|1619,1603,1534,641,210|637,1075,344,1027,1949|643",38,F,internet,Ursynów Południowy
6343,"643,1027|344",17,F,internet,Ursynów Północny
6347,"1603,637,1534,1072|344,643,639,210|1462,1043,1027",8,M,internet,Ursynów Południowy
6362,1949,68,M,internet,Ursynów Południowy
6382,"1075,639,1043,1501,1027|1534,210,643,1072,637|1619,344|1018,1644,1462",36,M,internet,Ursynów Północny
6387,"1603,637|1027,1043,344,1787|639,1075,1072,643,641",28,F,internet,Ursynów Południowy
6413,643,45,F,internet,Ursynów Południowy
6422,"344|637,1072|210",34,M,internet,Ursynów Południowy
6425,"926|643,344",34,F,internet,Ursynów Południowy
6445,"637|1072,344,1462,1603|643,1043,645|1027,210,1018",37,F,internet,Ursynów Północny
6455,"1787,210,1075,1462,1072|1027|1949|639,1534,637",38,M,internet,Ursynów Północny
6466,"1018,210",41,M,internet,Ursynów Północny
6487,"1027,926|637,344,645|210,1644,641,1075|643,1072,639|1534",33,F,internet,Ursynów Północny
6500,"1534,210|639,641|1075,1027,344,645|643,637,1644,1072,1949",34,F,internet,Ursynów Północny
6503,"1072,643,1644|210,1043|1534|1949,639,344,1027|1075",41,M,internet,Ursynów Południowy
6535,"1027|645,344,1534,210|639,1644,637|1075,1072,926",26,F,internet,Ursynów Południowy
6576,344,45,F,internet,Ursynów Północny
6638,"210,1018,344|1075,1619",41,M,internet,Zielony Ursynów
6639,"210,1534,344",58,F,internet,Ursynów Południowy
6648,643,19,M,internet,
6658,"210,344",34,M,internet,Ursynów Południowy
6659,"645,1644,1534|1072|344,1018,639|637,643|210,1787,1075",45,F,internet,Ursynów Południowy
6700,"926,1534,1644|643,1603|344|641,1027,1018|1072|1075|210,1619",26,F,internet,Ursynów Północny
6718,"1787|926,1043|639,1027,210,344|641,645,637,1018|1619,1644|1534,1603,643,1075|1072",27,F,internet,Ursynów Północny
6764,"1949|1644|643,637|210,1072|1027,641,1075|645,639,344,1534",3,F,internet,Ursynów Północny
6783,"1534,210,344,643,1619|1072",24,M,internet,Zielony Ursynów
6794,"1949,645|637,1534,210,643|639|344,1644,1075,1072,1027|641",1,F,internet,Ursynów Północny
6825,"1619|639,1075|344,1534,210|641,1787,637,1501",34,F,internet,Ursynów Południowy
6879,"1644,1075,1072,210,637|1534,1603,1027,1501,344|1462",30,M,internet,Ursynów Południowy
6887,1949,32,F,internet,Ursynów Północny
6896,"641,637|1462|639,1949,210|1072,643,344",36,F,internet,Ursynów Południowy
6898,"1644,1462,637,1787|639|643,1534,926|344|210,1619,1027|1603",33,M,internet,Ursynów Północny
6900,"643,1018|344,637,1619,1027,1072|641,1603|1534|210,1043",28,F,internet,Ursynów Północny
6904,"1619,1072,1075,1603|1534,344,637,1501|1027|210,643|1043|639|1462,1787",40,F,internet,Zielony Ursynów
6910,344,35,M,internet,Ursynów Północny
6938,643,40,F,internet,Ursynów Północny
6973,1027,31,F,internet,Zielony Ursynów
6975,"344,1644,1462,1072|210,1501",38,M,internet,Ursynów Północny
6983,"641,1027,210,1072|1644,1534,643,344|1462",35,F,internet,Ursynów Północny
7040,"344,1072,639",33,M,internet,
7048,"643,210,1018,1644,1075|1072,1462|1534,926,1027,344|1619",71,M,internet,Ursynów Północny
7074,"210,1534|344|1027",20,F,internet,Ursynów Południowy
7075,"1787,1018,1027|1462,637,344,210|643",34,F,internet,Ursynów Południowy
7084,"344,210|643,641,1462,1949,1027",39,M,internet,Ursynów Północny
7087,"1462|1043,1072|1949,344,1603|1534,637,1027,1501,643|210",37,F,internet,Ursynów Południowy
7112,"1534|641,1075,210,344",40,M,internet,Ursynów Północny
7118,"1027,1072,637,641|643,344|639,210,1534,1043,1619",36,F,internet,Zielony Ursynów
7132,"344,926|643",38,F,internet,Ursynów Południowy
7133,"1027|344,645|637|643,639,1619",36,F,internet,Ursynów Południowy
7139,1072|1075|1534,69,F,internet,Ursynów Północny
7148,1043,37,F,internet,Ursynów Południowy
7150,"210,1027,1072,645|1603|637,1501,643|639,1534,1644|344,1043,641|926,1787",68,F,internet,Ursynów Południowy
7177,"645,639,1534,1949|643,344,1072|1027,637|210,1075",55,F,internet,Zielony Ursynów
7188,"639|1018,1619,1949|210,643|1072|637,1027",37,M,internet,Ursynów Północny
7191,"344,1462,1534|1018,1072|1075,1501|1619,210,639,637|1644,1043",37,M,internet,Ursynów Południowy
7204,"1949,344",27,M,internet,Ursynów Południowy
7214,"1462,1027,645,344,210|1534,1072",32,M,internet,Ursynów Północny
7234,"1534,1072|1619,1043|1075,210|641,645,1018|639,637,344,1027,1787|1644,643",30,F,internet,Ursynów Południowy
7236,"344,210,1043,1075,1027|643,1534,1787|645,637",30,F,internet,Ursynów Północny
7237,"1619,1644,344,1534|210,639|1027|1787,641|1949,643,1075,1072|1018",50,F,internet,Zielony Ursynów
7247,"1619,1018,1027,1787,1072|645,1534",66,F,internet,Ursynów Północny
7260,1534,36,M,internet,Ursynów Południowy
7262,"1644,1462|643,645,1018,210,344|641,639|1072",32,M,internet,Ursynów Południowy
7271,"643,1018,637|344,1787|926,1501,645,1043|1644,1075,1534,1072,1949|1027|1462|1619|210,641,1603",29,F,internet,Ursynów Południowy
7322,"344,1603,1644,1027|926,210|1619,637|645,1018,1534,1075,1787|1043",69,F,internet,Ursynów Północny
7341,"1075,1787",26,F,internet,Zielony Ursynów
7343,"641,637,645,1534,1072|1644|639,1462,926|210,1075,643,344,1027",68,F,internet,Ursynów Północny
7345,"1462,344|1534",25,F,internet,Zielony Ursynów
7349,"1075,1534|1027|210,1072|344,637,1644|643,1462",36,M,internet,Ursynów Południowy
7368,1072,42,F,internet,Ursynów Północny
7390,"210,344",35,M,internet,Ursynów Południowy
7395,"1462,643,210|639,1534,637,1644|1603,1027,1072|344",36,M,internet,Ursynów Południowy
7399,"1619,1043|1018|1072|1462|1027,645|210|344,643",41,F,internet,Ursynów Północny
7400,"645,1462,1075,643,210|344,641|1603,1534,639,637|1043,926,1644,1072|1501|1619|1027",33,F,internet,Ursynów Północny
7441,"637,210,643,1072,1462|1787,1027|1949,344,1534",33,F,internet,Ursynów Północny
7450,"1027,926,639|1644,1619,1501,344|1462,1072,637|210,643|1534",33,F,internet,Zielony Ursynów
7468,"344,1644|1072",30,F,internet,Zielony Ursynów
7472,"643,1462",30,F,internet,Zielony Ursynów
7490,"1644,1534,1027,645,641|1075|637,1787|1072,344,639|1018,643,210",36,M,internet,Zielony Ursynów
7495,"1534,637,1501,344,641|1619,210,1072|1462|1644,1075,926,639|1603|643,1018,1027",44,F,internet,Ursynów Północny
7533,"1027,1072|1949",34,F,internet,Ursynów Południowy
7537,"1462,344|1603|1075,1027|637,1534,643",32,F,internet,Ursynów Południowy
7542,"1644,1027|1534,1462,210|639|1072,1043,637,344,643|1075",25,F,internet,Ursynów Północny
7561,"1534,1619,210,344",44,F,internet,Ursynów Południowy
7591,"1644,643,210|926,1075,637,344|641,1534",41,F,internet,Ursynów Północny
7605,"643,1534|344|1462,210",43,F,internet,Ursynów Południowy
7623,"643,1462",37,F,internet,Ursynów Południowy
7629,"1619,1072,1027",28,M,internet,Ursynów Południowy
7642,"1787|1027|643,645,1949,1534,641",27,M,internet,Ursynów Południowy
7651,643,38,M,internet,Ursynów Północny
7668,"210|344,1462|1534,1644|1075,926,1027|639",22,M,internet,Ursynów Północny
7677,"1534,344,1072,1462|210",39,F,internet,Ursynów Południowy
7710,1787,42,F,internet,Zielony Ursynów
7712,"1787,1027,645,643,210|344,1603,1018|639,1949,1072,641,637|926",43,F,internet,Ursynów Północny
7721,"643,1949,1644,1462,1043|1018|1075,210,637,1027,344|1072,1534",32,F,internet,Ursynów Południowy
7731,"1075|1534|1619,641|639,1644,645|643,637,1787,1501,210|344|1072,1027",40,F,internet,Zielony Ursynów
7738,1787,54,M,internet,Ursynów Południowy
7746,"643,1619,344|641",32,F,internet,Ursynów Południowy
7785,"1501|1462,641,344|637,1534,1043,1075,1027|643,1619,210,1072",31,M,internet,Zielony Ursynów
7786,"1027|643,926,1949,1018|344|210|1787|1619,1644,639,641|1462,1072,1534",32,M,internet,Ursynów Północny
7791,"641,1072,1787,1027|344,1534,643",54,F,internet,Ursynów Południowy
7797,"643,1501,1027,1462|637,1534,1072,1075|1644,639,926|1603|641,1787,210,344,1018",35,M,internet,Ursynów Północny
7833,1027,66,F,internet,Zielony Ursynów
7840,"344,1534",64,M,internet,Ursynów Południowy
7846,643,56,F,internet,Zielony Ursynów
7874,"1043,1644,643,1534,637|1619,1018,210,344|1949,645",23,M,internet,Ursynów Południowy
7876,1534,43,M,internet,Ursynów Południowy
7883,643,45,F,internet,Ursynów Południowy
7891,1787,60,M,internet,Ursynów Północny
7894,210,33,F,internet,
7901,344,32,F,internet,Ursynów Północny
7905,"645,1787,1075|1043|926,1619,1949|1462,1603,1018,1027|637,641,643,210,1534|639",59,F,internet,Ursynów Północny
7922,"1644,1072",31,M,internet,Ursynów Południowy
7931,"1018|1027|643,344,210,1075",56,M,internet,Zielony Ursynów
7938,1787,24,M,internet,
7940,"1027|1644,643,344,210,1043",29,F,internet,Ursynów Północny
7944,"1619,1072|1949|637,210,344,1534|645,1501,1027|641,643|1462,1603,1787,1043|1018",27,F,internet,
7952,"1075,210,1534|344",26,F,internet,Zielony Ursynów
7975,"1534,643,210",47,F,internet,Ursynów Północny
7993,"1018,1075,1619,645|1949,1534|643|1644,926,344|1027",36,F,internet,Ursynów Południowy
8014,"344,1787,1534,210",59,F,internet,Ursynów Północny
8025,"926,1534,1075,1027|643,1501,210,1018,1787|1949|1043,1072|344,1603|637,1619,1462",34,F,internet,Ursynów Północny
8044,"1644,1027",37,M,internet,Ursynów Północny
8059,"637|639|1644,210,1075,1534|1619|1027,1462|344,1949,1072,645",49,F,internet,Ursynów Północny
8088,"1072,210|1501,1027,1075|1462,643|1534|645,344|1644",21,M,internet,Zielony Ursynów
8097,1787,41,F,internet,
8111,"1462,1619,1644,643,639|1075,1949|1027,1603,210|344,645,1534,1018|1787,637,1043,1072",61,M,internet,Ursynów Południowy
8134,"344|1043,639,637,1603,210|1072,645,1534,1027,1462|1075,1619,643",60,F,internet,Ursynów Południowy
8136,"210,1072,1501,1027|637,1075,344",21,F,internet,Ursynów Południowy
8158,"344,639,1072,1027,637|1075|1462,210,1534,1043,643|1501",26,M,internet,Zielony Ursynów
8163,"344,1534,637|1072|643,1462",31,F,internet,Zielony Ursynów
8196,"639,1644|637,210,1072|344,1075,1534|1462,1027",30,M,internet,Ursynów Południowy
8197,"344,643,1534,210",69,M,internet,Ursynów Południowy
8215,"926,210,643|344",40,F,internet,Ursynów Południowy
8226,1027,54,F,internet,Ursynów Północny
8227,"637,344,210,1027|1787,1018|1072|643,1619,1043,645,1534|1644,926",28,M,internet,Ursynów Północny
8235,1619,64,F,internet,Ursynów Północny
8236,"1534,1072",38,F,internet,Ursynów Południowy
8241,"643,641|1027,1462,637,1072|344,210",36,F,internet,Ursynów Południowy
8243,"1462,1027,1075,645|344|210,1072,1644,643",18,M,internet,Ursynów Południowy
8255,"637,344,1072|1027,1534,926,210,1075|1501,1949,1462,1644",52,M,internet,Ursynów Południowy
8260,"1018|1075,639,1501,637,645|1027,1534,643,210,1043|344,1619,1072,641",43,F,internet,Ursynów Południowy
8287,"637,1027|641,1619,1072,1644|1075,344,643|1534,210",29,F,internet,Zielony Ursynów
8291,"344,926|1018,1644|1534,1603,1072,643|210|1027,637",36,F,internet,Ursynów Południowy
8314,"1501,1787,344|641,1072,637,210,643|1018|1619,1644,1043,1027",42,F,internet,Zielony Ursynów
8335,"1949|1534,344",26,F,internet,Ursynów Północny
8382,"1018,1603|641,1787|1072,344,1027|1949,210|643",39,M,internet,Ursynów Południowy
8398,"1619|1072,1462|210,639,1027,1501|645|344|1787,1018,1534,1644,643|1043,637|1949,1075",27,M,internet,Ursynów Północny
8399,"1534,210,1462",33,M,internet,Ursynów Południowy
8400,"637,1619|1072,1075,643,641,1949|645,1462|1534,1603,210,1027|344",34,F,internet,Ursynów Południowy
8402,1644,45,F,internet,Zielony Ursynów
8415,1949,31,F,internet,Ursynów Południowy
8416,"1603,210,1501,1644,1534|641|344,1619|926,1072,639,1043|1075,637|1027",30,F,internet,Ursynów Południowy
8423,"344,641|1027,639,643",33,F,internet,Ursynów Południowy
8432,1949,35,F,internet,
8438,"344,643,1603,1787|1949,1534,1027,1072",22,F,internet,Ursynów Północny
8457,"1027,639,344,926,1534|210,637,1072,643|1501,1619,1603|1043,1462",36,M,internet,Ursynów Południowy
8464,1787,26,F,internet,Ursynów Północny
8490,"1619,344,926,1027|1534,1043,1075,1603,643|210|637|1501,1072|1018,641,645,639",37,F,internet,Ursynów Południowy
8528,"344,210|1018",23,M,internet,Ursynów Północny
8552,"1534,1018,1462,1501|210,1027,344,637|1072",37,F,internet,Ursynów Południowy
8556,"641,344,1075,1043,1619|210|1644,1018,1787|1027,645",27,F,internet,Zielony Ursynów
8594,"344|1018,643|1027,926|1072,637,1644|1603,1534|210",65,F,internet,Ursynów Południowy
8603,"344|926,1018,637,1619,1027|639,210,645,643,1075",36,F,internet,Ursynów Południowy
8608,1787,47,F,internet,
8616,"1501|1075,344|643,926|210",38,F,internet,Ursynów Południowy
8630,"210,344,926|637",30,F,internet,Ursynów Południowy
8631,"645,1075,1534,637,1072|1027",56,F,internet,Ursynów Północny
8636,"1072,1027",50,M,internet,Ursynów Południowy
8647,"210,1027,344",35,M,internet,
8657,"1027,645,1075",45,M,internet,Zielony Ursynów
8715,"344,1787|641,1027,1072|1619|1018,1043,1534,210,643|637",42,F,internet,Ursynów Północny
8717,"643,344",62,M,internet,Ursynów Północny
8719,"344,1027,1018,1603,637|210|643,639,1072|1644,926|1462",36,F,internet,Ursynów Południowy
8732,"1534,1072,643,639,210|1619",29,M,internet,Ursynów Południowy
8739,344,57,F,internet,Ursynów Północny
8741,"1603,1027,641|210,645,637,643,1075|344",61,F,internet,
8765,344,109,M,internet,Ursynów Północny
8767,"643,1075,1534,1462,1644|1027|210,1072|1949|645|1043,344",27,F,internet,Ursynów Północny
8787,"1603,639,645|1644,1949,1534,1462,643|1072,1027,344,926,210|637,1075,1501",40,F,internet,Ursynów Południowy
8792,344,59,M,internet,Ursynów Północny
8798,1949,35,M,internet,Ursynów Północny
8805,"639,210,1072|641,1027|637|1534|344,1075,1619,1501|643",31,F,internet,Ursynów Północny
8808,"1072,1534|1027|1603,210,1501,1018,1018|344",44,M,internet,Ursynów Południowy
8819,"1027,1501,1072,637,643|1534|344,210",41,M,internet,Ursynów Północny
8822,"210,1027,641,637|1075,344|1603,643",92,F,internet,
8861,"210|1075,344|1027,1644",23,F,internet,Ursynów Południowy
8881,"1027|645,1075,637,1072,210|1534|1787,344,643|1619,641",41,F,internet,Ursynów Południowy
8930,"639,637|1075|210|1072,344,1534",30,M,internet,Ursynów Północny
8937,"1534,210|1027,1072,645,1603,344",64,F,internet,Ursynów Południowy
8941,344,31,M,internet,Zielony Ursynów
8942,"1462,1072|1018,1534,1027|1075,639,1043,1619|1949,344,637,1644|210,926",48,M,internet,Ursynów Południowy
8943,1027,75,M,internet,Zielony Ursynów
8959,"1462|1075,1534,926,210|643",65,F,internet,Ursynów Północny
8969,"1534,1787",27,F,internet,Ursynów Północny
8986,210,49,M,internet,Ursynów Południowy
9018,"1027,1072|1534,210,1462,344,643|926,1644,1075",48,F,internet,Ursynów Południowy
9024,"210,344,1462,1534",54,M,internet,Ursynów Południowy
9027,"645,1018,1534|344,1619,210|1603,1075,1043,639,1462|643,1787,1949,641|1027",42,F,internet,Ursynów Północny
9043,"344,1534,1501|643,1018,1619,1027,1644|1072,210|637,1075",43,M,internet,Ursynów Północny
9044,"645,641,637,1644|1027,344,1534|643",44,F,internet,Ursynów Północny
9100,"1619,1462|643,639,926,1644,1534|637,1075,344,210,1603|1027,1043,1072",22,F,internet,Zielony Ursynów
9111,"1027,210,645|1603,637|344",65,F,internet,Ursynów Północny
9134,"1075|1787,1072,1462,1619,643|1027",68,F,internet,Ursynów Północny
9144,"1072,1462|643,210,1018,1501,1534|637",44,M,internet,Ursynów Południowy
9150,"1603,344,637,645,1027|210",69,M,internet,Ursynów Północny
9159,"1072,643,1787",63,F,internet,Ursynów Południowy
9161,"210,1027|344",52,M,internet,Ursynów Południowy
9168,"210|1072,639,637|1027|1644|344,1534",51,F,internet,Ursynów Południowy
9177,"643,1534,1027|1501,637,1619,1075|1018,344,210,1644|1072",9,M,internet,Ursynów Północny
9187,1787,34,F,internet,
9193,"639,1534|210,344",40,F,internet,Ursynów Południowy
9209,"1534,1949|1075|1072,1603|344,1027,210",37,F,internet,Ursynów Południowy
9214,"210,1644,1787,641,645|1072,643,1027,1018",51,F,internet,Ursynów Południowy
9220,"1027,1072,1018,210,1644|1075,643,1619,344|1534,637|1501",65,M,internet,Ursynów Północny
9221,"641,1644,637,344,643|1018,1072,1043,210",35,F,internet,Ursynów Północny
9236,"1462,1949,637,1787,210|641,1072|643,1534,344,1027|1043,1619,639",55,F,internet,Zielony Ursynów
9262,1644,73,F,internet,Zielony Ursynów
9278,"1027,210,637,641,344|1072,1534,926,1787,1619|1043,1018,643",48,M,internet,Ursynów Północny
9298,"1949,639|1018,1534,643,1644,1462|1072,1027,637,210|344",29,F,internet,Ursynów Południowy
9309,"1027,637,1075,1534|1072",60,F,internet,Ursynów Południowy
9312,"344,1534,643,1027",18,F,internet,Ursynów Północny
9315,"1534,210,1072,641|1027,1462,1644|344,643",28,F,internet,Ursynów Południowy
9339,"1018|1603|1075,210,1619,639|645,344,1027|1501,1534|643,1072|1949,1462,637",22,F,internet,Ursynów Północny
9378,"1619,1644|344,1462,1043,641,639|637,643,1534,1072,210|1027,645,1949,1018,926|1787,1075",44,F,internet,Zielony Ursynów
9379,"1027,637|1603,344,1619,1072|641,1644,1462,210|1018,1534,643|926,1501",36,M,internet,Ursynów Północny
9421,"1462,1644,1619|1072,637,1534|1075,1027,639,344|210",34,M,internet,Zielony Ursynów
9442,"344,1072,1043,1534,641|1462|637,643,210,1787|1027,1949,645|1075,639,1018",38,M,internet,Ursynów Południowy
9457,344,35,F,internet,Ursynów Południowy
9469,210,29,F,internet,Zielony Ursynów
9489,"641,1534,1072|344,643,1027,637",38,F,internet,Ursynów Północny
9499,926|344|1534,35,M,internet,Ursynów Północny
9503,"210,1534,1018,645|344,1949|639,1072|1075,1787,1027,643,1644",62,F,internet,Ursynów Południowy
9508,210,61,F,internet,Ursynów Północny
9517,1787,30,M,internet,
9519,"637,344",74,F,internet,Ursynów Północny
9538,"1949,210,1603,1072,1043|643,637,639|1534,1619,344,1644|1027,1018,926,645|641",42,F,internet,Ursynów Północny
9622,"344,1027,1534|210,1501,639,1644",43,M,internet,Ursynów Północny
9632,"210|1075,637|639,643|1949,1027,344,926|641,1644,1534|1072",53,F,internet,Ursynów Południowy
9701,"1501,1603|344,1949,210,1018,641|643,926|1462",31,F,internet,Ursynów Południowy
9713,"210|1075,926,1072,637|1027,641|1787,1534,1018,1644,1949|1603,1619|643|344",32,F,internet,Ursynów Północny
9729,344,69,M,internet,Ursynów Północny
9747,"639,1787,210,1644,1027|1072,1043,1075,643|1949|1619,637|1603,1534|344|645",57,F,internet,Ursynów Południowy
9760,"1072,1501,643,1075,1644|1018,1043|639,210,1619,344|637|1027,1534|1462",30,F,internet,Ursynów Północny
9768,"1603,1072,1027|1534,1787,643,1043|1949,344",32,F,internet,
9782,"344|1018|1603,1043,641,643,1027|1787,1619,637",32,F,internet,Ursynów Południowy
9784,1603|643,40,F,internet,Zielony Ursynów
9800,1787,25,M,internet,
9801,"1603,210|344,1043|639,1018|1949,637,1501,1787|1534|1462|643",16,M,internet,Ursynów Północny
9823,"645,210|1075|1644,1043|1027|1787,1072,1501,344,1619|1603,1534|639,1462,641,1949|643,637,1018",37,F,internet,Zielony Ursynów
9829,"1644,1075,1534,926,1027|1072|344",44,F,internet,Ursynów Południowy
9856,"643,645|1534,926,1075,1619|344,1027,641,637,1072|210,1949|639,1462",19,F,internet,Ursynów Południowy
9865,"344,1603,1462|926|641,1501,1072|643,210",37,F,internet,Ursynów Południowy
9879,"210,1644,1534",28,M,internet,Ursynów Północny
9891,"1501,926,643,1534|1075,1462|344,1027|1072",38,F,internet,Zielony Ursynów
9924,"1072,210|1462,643,1644,344",37,F,internet,Ursynów Południowy
9929,1534,68,M,internet,Ursynów Południowy
9932,926,61,F,internet,Ursynów Południowy
9941,"1072,210,344",26,F,internet,Ursynów Południowy
9943,"1787,1075,637,1534,1619|1027,1072|1043,643,641",31,F,internet,Zielony Ursynów
9954,"344,641|643,1075,210,1027|645|1072,1603,1644,1043|637,1619,1949,926",30,F,internet,Ursynów Północny
9987,1534,66,F,internet,Ursynów Południowy
9991,1027,66,M,internet,Ursynów Południowy
9994,"639,1603,1501|1027,643|637|645,1072",34,F,internet,Ursynów Północny
10037,643,33,F,internet,Ursynów Południowy
10061,"1043|641,643,1027,210,1619|1787|1072,1462",31,F,internet,Ursynów Północny
10078,643,4,M,internet,Ursynów Południowy
10079,"1603,637,210,643,1027|344,1501,1072|1534,1619",47,F,internet,Ursynów Północny
